0.5,1,1000000,10,1,1.7145470636498696,2.0
0.9,1,1000000,10,1,4.187768819469177,10.000000000000002
0.95,1,1000000,10,1,6.278445651463793,19.999999999999982
0.99,1,1000000,10,1,18.646413415679365,99.99999999999991
0.5,1,1000000,10,2,1.2741784616462166,2.0
0.9,1,1000000,10,2,2.3315616822086827,10.000000000000002
0.95,1,1000000,10,2,2.851089110093094,19.999999999999982
0.99,1,1000000,10,2,4.700215541547811,99.99999999999991
0.5,1,1000000,10,5,1.0634971835384617,2.0
0.9,1,1000000,10,5,1.880638860022996,10.000000000000002
0.95,1,1000000,10,5,2.363220617861434,19.999999999999982
0.99,1,1000000,10,5,4.1921512998468655,99.99999999999991
0.5,1,1000000,10,10,1.024516054887079,2.0
0.9,1,1000000,10,10,1.7330031424713674,10.000000000000002
0.95,1,1000000,10,10,2.219434282181186,19.999999999999982
0.99,1,1000000,10,10,3.872617013067764,99.99999999999991
