0.5
0,1.0
1,0.49804039192161564
2,0.06860627874425115
3,0.0009398120375924816
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0

0.9
0,1.0
1,0.8994000000000001
2,0.5742444444444443
3,0.17340000000000003
4,0.015022222222222223
5,0.00023333333333333339
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0

0.95
0,1.0
1,0.9501631407220295
2,0.7346384591095675
3,0.34101673508051783
4,0.06846647721292495
5,0.004725818334912115
6,0.0001368277023471214
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0

0.99
0,1.0
1,0.9896475103524897
2,0.9268457731542269
3,0.7353297646702354
4,0.44376325623674373
5,0.20323199676800324
6,0.08037571962428039
7,0.02873447126552874
8,0.009655590344409656
9,0.003504696495303505
10,0.001090798909201091
11,0.0001918998081001919
12,1.0099989900010101e-05
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0

