0.5
0,1.0
1,0.49526094781043795
2,0.22037592481503698
3,0.08648270345930814
4,0.030913817236552694
5,0.009978004399120177
6,0.0029394121175764848
7,0.0010597880423915218
8,0.0003199360127974405
9,9.998000399920016e-05
10,3.9992001599680064e-05
11,0.0
12,0.0
13,0.0
14,0.0

0.9
0,1.0
1,0.9006000000000002
2,0.7751222222222223
3,0.6292777777777778
4,0.47744444444444445
5,0.3453111111111111
6,0.23696666666666666
7,0.1570666666666667
8,0.1012
9,0.06443333333333334
10,0.04023333333333333
11,0.02454444444444444
12,0.01558888888888889
13,0.009644444444444445
14,0.005677777777777779

0.95
0,1.0
1,0.9511946110935692
2,0.88201241974529
3,0.7891064098515946
4,0.6803915377328702
5,0.5688348594884748
6,0.461109356909799
7,0.36755078412798653
8,0.28976949794758444
9,0.22357646563519631
10,0.17211872434480582
11,0.13240711504052205
12,0.09984212188190716
13,0.0759499000105252
14,0.057783391221976635

0.99
0,1.0
1,0.9897990102009898
2,0.9737703262296737
3,0.9505605494394506
4,0.9193818806181195
5,0.8817594182405819
6,0.8401777598222404
7,0.7973235026764974
8,0.7533279466720534
9,0.709009190990809
10,0.6657509342490658
11,0.6235329764670235
12,0.5836885163114838
13,0.5457024542975457
14,0.5085142914857085

