0.5,1,1000000,10,1,2.0010103416435814,2.0
0.9,1,1000000,10,1,10.00657523670978,10.000000000000002
0.95,1,1000000,10,1,19.698499192344396,19.999999999999982
0.99,1,1000000,10,1,103.845159536335,99.99999999999991
0.5,1,1000000,10,2,1.2864803273183336,2.0
0.9,1,1000000,10,2,2.985429148113868,10.000000000000002
0.95,1,1000000,10,2,4.3816093816879516,19.999999999999982
0.99,1,1000000,10,2,12.13700025747773,99.99999999999991
0.5,1,1000000,10,5,1.0630019539578355,2.0
0.9,1,1000000,10,5,2.1131655228328965,10.000000000000002
0.95,1,1000000,10,5,3.1813012440374266,19.999999999999982
0.99,1,1000000,10,5,10.460750708836509,99.99999999999991
0.5,1,1000000,10,10,1.0245038931595383,2.0
0.9,1,1000000,10,10,1.9180249520094084,10.000000000000002
0.95,1,1000000,10,10,2.9400441457753916,19.999999999999982
0.99,1,1000000,10,10,10.895041375333456,99.99999999999991
