0.5
0,1.0
1,0.49766046790641866
2,0.0006798640271945611
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0

0.9
0,1.0
1,0.9004333333333334
2,0.2521
3,0.009766666666666667
4,0.00018888888888888888
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0

0.95
0,1.0
1,0.9495526786654037
2,0.47927586569834757
3,0.08883275444690032
4,0.01411430375749921
5,0.00247342385012104
6,0.0005262603936427745
7,0.00022102936532996523
8,2.105041574571098e-05
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0

0.99
0,1.0
1,0.9900212099787901
2,0.8552671447328553
3,0.6048277951722048
4,0.4153923846076154
5,0.2842844157155843
6,0.19524290475709527
7,0.13486516513483485
8,0.09161700838299161
9,0.061195838804161205
10,0.039410160589839406
11,0.02513887486112514
12,0.0167962832037168
13,0.010423189576810423
14,0.006726593273406726

