0.5
0,1.0
1,0.4952009598080384
2,0.12685462907418515
3,0.011777644471105778
4,0.00021995600879824037
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0

0.9
0,1.0
1,0.8992
2,0.7349777777777777
3,0.5138111111111111
4,0.29434444444444446
5,0.14135555555555557
6,0.058
7,0.02087777777777778
8,0.007355555555555556
9,0.0024222222222222223
10,0.0008222222222222222
11,0.0003333333333333333
12,0.00013333333333333334
13,7.777777777777778e-05
14,2.2222222222222223e-05

0.95
0,1.0
1,0.951426165666772
2,0.864530049468477
3,0.7274497421324072
4,0.5562151352489212
5,0.3884854225870961
6,0.2552257657088728
7,0.16204610041048312
8,0.09988422271339858
9,0.05940427323439638
10,0.035954110093674344
11,0.021955583622776553
12,0.012851278812756552
13,0.007914956320387329
14,0.005009998947479214

0.99
0,1.0
1,0.9892536107463893
2,0.9691748308251691
3,0.9359559640440361
4,0.8877992122007878
5,0.8286132713867287
6,0.7618826381173619
7,0.6937380062619938
8,0.6304918695081305
9,0.5731946268053731
10,0.5206443793556206
11,0.4719422280577719
12,0.4281890718109282
13,0.38815271184728817
14,0.351964448035552

