0.5,1,100000.0,10,1,1.9850484954208567
0.5,1,100000.0,10,2,1.2897271735211109
0.5,1,100000.0,10,5,1.0608660624248303
0.5,1,100000.0,10,10,1.0239514003399017
0.7,1,100000.0,10,1,3.32903645477966
0.7,1,100000.0,10,2,1.684305746437849
0.7,1,100000.0,10,5,1.2592213605198468
0.7,1,100000.0,10,10,1.1564107030709792
0.9,1,100000.0,10,1,9.962051582020266
0.9,1,100000.0,10,2,2.9388488104649024
0.9,1,100000.0,10,5,2.131086307112978
0.9,1,100000.0,10,10,1.8970878764523313
0.95,1,100000.0,10,1,19.52866919355185
0.95,1,100000.0,10,2,4.383449620943731
0.95,1,100000.0,10,5,3.1779289492252216
0.95,1,100000.0,10,10,2.999176535478768
0.99,1,100000.0,10,1,105.4283920770618
0.99,1,100000.0,10,2,17.53671394018993
0.99,1,100000.0,10,5,12.069187394325391
0.99,1,100000.0,10,10,14.72567761880601
0.5,1,100000.0,10,1,1.9858454160967658
0.5,1,100000.0,10,2,1.2851675340622133
0.5,1,100000.0,10,5,1.0625513299406997
0.5,1,100000.0,10,10,1.0221421673183035
0.7,1,100000.0,10,1,3.320898850999444
0.7,1,100000.0,10,2,1.6702229735649807
0.7,1,100000.0,10,5,1.2560265055725537
0.7,1,100000.0,10,10,1.156601907369473
0.9,1,100000.0,10,1,10.052270626868523
0.9,1,100000.0,10,2,2.9944426651781844
0.9,1,100000.0,10,5,2.1355265594967383
0.9,1,100000.0,10,10,1.8979034953872898
